My_Labels,Title ,Base_Reviews,,,
anger,Very bad,I hate it never get this app at all. This is not real give us real Snapchat now,,,
anger,horrifying,People keep adding me and sending me awful snaps. This is harassment. Please take my snapchat username off your app or give me information on how to do it myself. Thank you.,,,
anger,haet it,This app is so stupid because I have a friend named Faith and she has snapchat and I wanted to send her a snapchat because I don't have anything else to use to make or send a snapchat because I live in Texes and she's like my sister:(,,,
anger,DONT EVER GET IT,It doesn't even work  pleaseDon't waste ur time getting it,,,
fear,U can't do any thing on it,What the this does not make any since right when I got it and saw it I deleted it do not get this u can't Evan do any thing on it,,,
anger,this app sucks,"I thought this was snap chat , it is NOT It suck I want the real snapchat, not some fake crap",,,
fear,this is horrible no one get it,Its whack bcuz I need the real one and this one is nothing,,,
anger,Doesn't even work,Worst app ever. Quit cheapin out and get Snapchat instead of this lameass s***.,,,
anger,I hate it,I sign up for nothing it is so boring give us a real Snapchat I hate this one,,,
fear,TRASH,I wish that amazon would just make get the real Snapchat and not these fake ones like people need to text there friends,,,
anger,beware of scammers,Be careful using this if you use original snap chat . I received tons of junk scammer people . Beware,,,
sadness,horrible app,Didn't work Really really wish i could get regular Snapchat on my kindle,,,
fear,not what I was expecting at all...,"Not  what I was expecting,  someone please tell me how to delete my profile on there I have Snapchat on my phone and I keep getting guys sending me request, and I'm married don't like it. Very misleading. Someone help..",,,
fear,"Its not a Snapchat app, if you want Snapchat on your fire you are SOL",Just adds your name to a list of people that will add you on snap,,,
fear,Doesn't tell you what it really is,Kinda fun....thought it was the social media but it's not it's to get ppl...so you can add them...it's a search engine,,,
anger,so stupid doesn't even work,"This app is so stupid it doesn't eben work I mean,really???it doesn't have the people I want to follow either and I have a Kindle Fire HDX and that's what its made for all I need to say is dont waste your time downloading it when it doesn't work and when you can be playing better games",,,
fear,Kids didn't think it was worth it,Kids tried for getting extra add ons for their snap chat. They deleted. Wasn't worth it,,,
anger,b.s,This app is b.s u need a snapshat account in order to have it If u thought u would just be able to talk to people than ur completely wrong ........... don't waste your time getting it... it will just be easier to get the regular one...,,,
anger,Smh,I can't wait till I get a phone so don't have to deal with these stupid ripe offs,,,
fear,HORRIBLE NOT THE SAME,"This makes me give at least one star to submit a review. It performs to search and have more friends added. Not the actual app, as I thought it would be. I have the app on my android smart phone & downloaded this to my Kindle Fire...NOT THE SAME I do not recommend this app.",,,
anger,total crap,This is a piece of shit why isn't there the real snapchat I'mpissed. Fuck ,,,
anger,this really sucks don't get it,never get this it really sucksPlease don't get it pleasethis is so so so badjust don't get this pleasebut this is so stupidI hate this stupid snapshotand never never get this pleasethis is stupid don't get it pleasethis is so terribleNever get it please,,,
anger,bad bad bad bad bad,I hate it. It sucks never get this app. Not real...,,,
fear,just no,Is not at all what I thought it would be I thought that if you logged out people couldn't see your Snapchat anymore but yeah people e still snapchatting me and its really weird like nooooo,,,
fear,HORIBLE APP,It won't even let me open it up it just goes back to the home screen,,,
fear,TERRIBLE,People want real Snapchat Not this total rip off How is this app still in business,,,
fear,GET THE REAL SNAPCHAT,This is soooooo bad there is nothing to do GIVE US THE REAL SNAPCHAT AMAZON This isn't fair because other devices have snapchat you aren't fair,,,
fear,Horrible,Amazon needs to just give us snapchat. For someone who doesn't have a phone and all of my friends have snapchat I can't keep up to date with this stupid knockoff. Amazon just give us normal snapchat. And update social media apps because I get updates about a year after they come out. Update them faster.,,,
anger,Hate it,"So stupid,and disturbing people. Can't even take your username off of it and you get requests all the time.I want my name off thereI would taken it off myself but you made it so we can't take it down. How are you going to have satisfied customers",,,
sadness,WHY WON'T U GUYS GIVE US REAL SNAPCHAT,"What is wrong with kindle u can't do anything on here , I had to download mobogenie to get my snap but it still doesn't work because I need Google play services. Give us what we can want and that is the real Snapchat until then I refuse to pay for anything on amazon because this is really sad and really lazy.",,,
anger,I should've listened to the comments,I wish I could rate this -9999999999 this is a terrible app.,,,
fear,We want the real snapchat,This app is horrible we want the real snapchat DONT GET IT,,,
anger,Fire Phones Suck,Kindle and Amazon fire phones just are utterly awful. This app sucks without real snapchat. Just buy an iphone... I know thats what I plan on doing because Amazon lost at least one customer...,,,
fear,Two Stars,Want to know to much of your personal information,,,
anger,We want real Snapchat,This app sucks we want real Snapchat not this ,,,
fear,why,Why you wanna make friends on snapchat with this app if you can't have snapchat on this phone....,,,
anger,Bad,This app it terable I mean it does not even they me do any thing but click names,,,
anger,Hate it,First I'm just pasting random strangers names to my clipboard like where's the real app?,,,
fear,No get,Horrible app how does this app even work HATE ITPLZ don't GET,,,
fear,Horrible,This Is horrible I keep getting adds from perverts I don't know how to take my name off of this.,,,
